"","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","booking.status","reservation_month","reservation_day","reservation_weekday"
"34482",2,0,0,2,"Meal Plan 1",0,"Room_Type 6",35,"Online",0,0,0,162.45,0,0,"03","18","Sunday"
"34483",2,2,2,3,"Meal Plan 1",0,"Room_Type 6",102,"Online",0,0,0,147.9,1,0,"12","01","Saturday"
"34484",2,1,2,4,"Meal Plan 1",0,"Room_Type 1",134,"Online",0,0,0,135.15,2,0,"06","15","Friday"
"34485",2,0,1,2,"Not Selected",1,"Room_Type 1",4,"Online",0,0,0,104,1,0,"11","06","Monday"
"34486",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",74,"Offline",0,0,0,97.92,0,0,"09","24","Monday"
"34487",1,0,1,0,"Not Selected",0,"Room_Type 1",14,"Online",0,0,0,57.75,0,0,"12","14","Thursday"
"34488",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",6,"Offline",0,0,0,72,0,0,"01","29","Monday"
"34489",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",69,"Offline",0,0,0,106,0,0,"09","22","Friday"
"34490",1,0,0,2,"Not Selected",0,"Room_Type 1",8,"Online",0,0,0,63.4,0,0,"12","16","Sunday"
"34491",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",44,"Offline",0,0,0,75,0,0,"02","17","Saturday"
"34492",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",57,"Offline",0,0,0,90.67,1,0,"06","10","Sunday"
"34493",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",51,"Online",0,0,0,118.8,1,0,"10","04","Thursday"
"34494",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",111,"Online",0,0,0,159.3,1,1,"05","20","Sunday"
"34495",2,0,0,2,"Not Selected",0,"Room_Type 1",18,"Online",0,0,0,115,0,1,"04","14","Saturday"
"34496",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,"Offline",0,0,0,100,0,0,"10","02","Monday"
"34497",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",104,"Offline",0,0,0,114,1,1,"10","06","Friday"
"34498",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",60,"Online",0,0,0,135.9,1,1,"09","10","Monday"
"34499",2,0,0,3,"Not Selected",0,"Room_Type 1",45,"Online",0,0,0,67.5,1,1,"02","24","Saturday"
"34500",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,"Offline",0,0,0,109,0,1,"07","17","Monday"
"34501",1,0,2,3,"Meal Plan 2",0,"Room_Type 4",79,"Online",0,0,0,183.6,1,1,"09","15","Saturday"
"34502",2,0,0,1,"Not Selected",0,"Room_Type 4",15,"Online",0,0,0,115,3,0,"09","17","Sunday"
"34503",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",7,"Online",0,0,0,150,1,0,"08","16","Thursday"
"34504",2,0,2,2,"Meal Plan 1",1,"Room_Type 4",22,"Online",0,0,0,120.5,0,0,"01","01","Monday"
"34505",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",37,"Online",0,0,0,90.9,1,0,"10","22","Sunday"
"34506",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",61,"Offline",0,0,0,91,0,0,"10","04","Wednesday"
"34507",2,0,2,5,"Not Selected",0,"Room_Type 1",117,"Online",0,0,0,126,1,1,"11","04","Sunday"
"34508",2,0,0,1,"Not Selected",0,"Room_Type 1",77,"Online",0,0,0,116.1,1,0,"05","07","Monday"
"34509",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,"Offline",0,0,0,61,0,1,"02","28","Wednesday"
"34510",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",70,"Online",0,0,0,149.4,0,1,"09","15","Saturday"
"34511",2,1,0,1,"Meal Plan 1",0,"Room_Type 6",44,"Online",0,0,0,189.9,2,0,"07","09","Monday"
"34512",1,0,1,3,"Meal Plan 1",1,"Room_Type 1",1,"Online",0,0,0,103.71,0,0,"05","09","Wednesday"
"34513",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,101.5,0,0,"08","14","Monday"
"34514",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",71,"Offline",0,0,0,75,0,0,"11","25","Sunday"
"34515",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",133,"Offline",0,0,0,86.36,0,1,"08","15","Wednesday"
"34516",2,0,1,2,"Not Selected",0,"Room_Type 1",69,"Online",0,0,0,74.8,1,0,"11","25","Sunday"
"34517",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",12,"Corporate",1,0,4,65,1,0,"10","12","Friday"
"34518",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",177,"Offline",0,0,0,72.25,1,0,"06","30","Saturday"
"34519",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",14,"Online",0,0,0,110.5,1,0,"09","30","Saturday"
"34520",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",9,"Corporate",0,0,0,104,0,0,"04","21","Saturday"
"34521",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",90,"Offline",0,0,0,75,0,0,"05","10","Thursday"
"34522",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",56,"Offline",0,0,0,75,0,0,"11","10","Saturday"
"34523",2,0,0,2,"Not Selected",0,"Room_Type 1",67,"Online",0,0,0,116.1,0,1,"05","13","Sunday"
"34524",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",41,"Online",0,0,0,145.2,2,0,"10","15","Monday"
"34525",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",191,"Offline",0,0,0,132,0,1,"06","03","Sunday"
"34526",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",41,"Online",0,0,0,151.5,3,0,"10","11","Thursday"
"34527",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",291,"Offline",0,0,0,115,0,1,"08","19","Sunday"
"34528",1,0,1,2,"Not Selected",0,"Room_Type 5",60,"Online",0,0,0,204,0,1,"11","07","Wednesday"
"34529",2,0,0,2,"Not Selected",0,"Room_Type 1",12,"Online",0,0,0,117.04,1,0,"10","01","Sunday"
"34530",2,0,0,3,"Not Selected",0,"Room_Type 1",35,"Online",0,0,0,99,0,0,"08","31","Friday"
"34531",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",95,"Online",0,0,0,132.6,0,0,"05","20","Sunday"
"34532",3,0,2,0,"Meal Plan 1",0,"Room_Type 4",34,"Online",0,0,0,122.45,1,0,"10","02","Tuesday"
"34533",1,0,2,8,"Meal Plan 1",0,"Room_Type 1",45,"Online",0,0,0,95.74,0,1,"11","01","Thursday"
"34534",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",5,"Corporate",1,1,0,100,0,0,"09","20","Wednesday"
"34535",2,0,2,3,"Not Selected",0,"Room_Type 1",55,"Online",0,0,0,80.24,2,0,"12","24","Monday"
"34536",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,"Online",0,0,0,94.5,0,1,"06","24","Sunday"
"34537",2,0,2,2,"Not Selected",0,"Room_Type 1",126,"Online",0,0,0,89.25,0,1,"05","15","Tuesday"
"34538",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",191,"Offline",0,0,0,132,0,1,"06","03","Sunday"
"34539",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",68,"Online",0,0,0,0,0,0,"09","29","Friday"
"34540",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Complementary",1,0,4,0,1,0,"09","18","Monday"
"34541",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",9,"Offline",0,0,0,48.67,0,0,"02","12","Monday"
"34542",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",335,"Offline",0,0,0,80,0,0,"10","13","Saturday"
"34543",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",153,"Online",0,0,0,111.78,0,1,"06","07","Thursday"
"34544",2,1,0,1,"Meal Plan 1",0,"Room_Type 1",55,"Online",0,0,0,152.1,1,0,"09","15","Saturday"
"34545",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",11,"Corporate",0,0,0,67,0,1,"08","18","Friday"
"34546",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,"Offline",0,0,0,185,0,0,"09","25","Monday"
"34547",2,0,0,2,"Not Selected",0,"Room_Type 1",49,"Online",0,0,0,107.1,0,1,"07","01","Sunday"
"34548",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",75,"Offline",0,0,0,80.75,0,0,"06","08","Friday"
"34549",3,0,1,3,"Meal Plan 1",0,"Room_Type 4",40,"Online",0,0,0,152.33,2,0,"03","24","Saturday"
"34550",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",196,"Offline",0,0,0,72.25,0,0,"08","01","Wednesday"
"34551",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",186,"Offline",0,0,0,112,0,1,"08","14","Tuesday"
"34552",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",97,"Online",0,0,0,102.3,0,0,"04","16","Monday"
"34553",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",18,"Online",0,0,0,107,0,0,"12","06","Wednesday"
"34554",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",29,"Offline",0,0,0,38.67,0,0,"02","13","Tuesday"
"34555",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",212,"Offline",0,0,0,78,0,1,"05","20","Sunday"
"34556",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",85,"Online",0,0,0,140.4,0,1,"05","26","Saturday"
"34557",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",117,"Offline",0,0,0,80.75,0,0,"10","24","Wednesday"
"34558",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",140,"Online",0,0,0,113.9,0,1,"07","31","Tuesday"
"34559",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",267,"Online",0,0,0,128.7,1,1,"10","26","Friday"
"34560",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",71,"Offline",0,0,0,93.6,0,1,"07","12","Thursday"
"34561",2,2,2,3,"Meal Plan 1",0,"Room_Type 6",99,"Online",0,0,0,187.85,0,0,"05","19","Saturday"
"34562",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",124,"Offline",0,0,0,94.5,0,1,"08","08","Tuesday"
"34563",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",46,"Offline",0,0,0,60,0,0,"01","22","Monday"
"34564",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",27,"Online",0,0,0,177,1,0,"06","18","Monday"
"34565",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",68,"Offline",0,0,0,60,0,0,"11","29","Wednesday"
"34566",2,0,0,2,"Not Selected",0,"Room_Type 1",36,"Online",0,0,0,109,2,0,"10","28","Sunday"
"34567",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",7,"Online",0,0,0,201,1,0,"07","29","Sunday"
"34568",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",101,"Online",0,0,0,101.18,1,0,"08","11","Saturday"
"34569",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",87,"Online",0,0,0,74.15,0,1,"04","14","Saturday"
"34570",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,0,0,0,"05","02","Wednesday"
"34571",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",35,"Online",0,0,0,175.5,1,0,"10","15","Monday"
"34572",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",77,"Offline",0,0,0,136,0,0,"09","25","Monday"
"34573",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,"Offline",0,0,0,120,0,1,"09","15","Saturday"
"34574",3,0,1,2,"Meal Plan 1",0,"Room_Type 1",152,"Online",0,0,0,110.65,2,1,"08","05","Sunday"
"34575",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",15,"Online",0,0,0,136,0,1,"06","13","Wednesday"
"34576",2,0,0,3,"Not Selected",0,"Room_Type 1",24,"Online",0,0,0,99.33,1,0,"05","12","Saturday"
"34577",2,0,1,2,"Meal Plan 2",0,"Room_Type 1",418,"Offline",0,0,0,107,0,1,"09","26","Wednesday"
"34578",2,1,2,3,"Meal Plan 1",0,"Room_Type 1",146,"Online",0,0,0,116.45,1,0,"07","31","Tuesday"
"34579",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Complementary",0,0,0,0,0,0,"09","17","Sunday"
"34580",2,0,2,5,"Meal Plan 1",0,"Room_Type 4",49,"Online",0,0,0,101.51,1,0,"11","16","Friday"
"34581",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,"Corporate",0,0,0,88.2,0,0,"04","07","Saturday"
"34582",2,0,0,4,"Meal Plan 1",0,"Room_Type 6",158,"Online",0,0,0,198.9,0,1,"05","25","Friday"
"34583",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",2,"Corporate",1,3,32,65,0,0,"05","15","Tuesday"
"34584",3,0,1,0,"Meal Plan 1",0,"Room_Type 4",40,"Online",0,0,0,158.4,1,0,"10","02","Tuesday"
"34585",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",172,"Online",0,0,0,96.3,2,0,"07","03","Tuesday"
"34586",2,0,0,1,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,99,1,0,"07","20","Friday"
"34587",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,"Offline",0,0,0,101.5,0,0,"09","18","Monday"
"34588",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,"Corporate",1,0,4,65,1,0,"06","08","Friday"
"34589",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",118,"Offline",0,0,0,125,0,1,"09","18","Tuesday"
"34590",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",61,"Online",0,0,0,121.5,0,0,"05","13","Sunday"
"34591",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",138,"Offline",0,0,0,94.5,0,1,"08","22","Tuesday"
"34592",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",92,"Online",0,0,0,93.3,1,0,"04","07","Saturday"
"34593",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",8,"Online",0,0,0,116.78,1,0,"08","17","Friday"
"34594",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",205,"Offline",0,0,0,90,0,1,"05","29","Tuesday"
"34595",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",57,"Online",0,0,0,85.5,3,0,"10","28","Saturday"
"34596",2,0,0,4,"Not Selected",0,"Room_Type 1",100,"Online",0,0,0,82.88,0,1,"04","26","Thursday"
"34597",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Offline",0,0,0,75,0,0,"03","24","Saturday"
"34598",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",28,"Online",0,0,0,76.95,0,1,"02","05","Monday"
"34599",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",47,"Offline",0,0,0,60,1,0,"11","07","Tuesday"
"34600",2,2,1,4,"Meal Plan 1",0,"Room_Type 7",36,"Online",0,0,0,278.9,0,1,"07","27","Friday"
"34601",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",12,"Offline",0,0,0,90,1,0,"06","08","Friday"
"34602",2,1,1,0,"Meal Plan 1",0,"Room_Type 1",16,"Online",0,0,0,134.8,1,0,"06","27","Wednesday"
"34603",2,1,1,2,"Meal Plan 1",0,"Room_Type 1",81,"Online",0,0,0,134.1,0,1,"08","12","Sunday"
"34604",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",304,"Offline",0,0,0,89,0,1,"11","03","Saturday"
"34605",2,0,0,3,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,145.67,0,0,"07","06","Friday"
"34606",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",5,"Corporate",1,0,3,65,1,0,"09","26","Wednesday"
"34607",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",66,"Offline",0,0,0,75,0,0,"10","09","Monday"
"34608",2,2,2,4,"Meal Plan 1",0,"Room_Type 6",54,"Online",0,0,0,187.85,0,1,"04","29","Sunday"
"34609",3,0,2,5,"Meal Plan 1",0,"Room_Type 4",126,"Online",0,0,0,140.27,0,1,"08","01","Wednesday"
"34610",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",81,"Offline",0,0,0,65,0,0,"03","25","Sunday"
"34611",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,"Offline",0,0,0,100,0,0,"10","02","Monday"
"34612",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",148,"Online",0,0,0,108.16,1,0,"05","29","Tuesday"
"34613",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",61,"Offline",0,0,0,91,0,0,"10","04","Wednesday"
"34614",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",267,"Offline",0,0,0,95,0,1,"09","30","Sunday"
"34615",1,0,1,3,"Meal Plan 1",0,"Room_Type 4",12,"Corporate",0,0,0,110,0,1,"09","19","Wednesday"
"34616",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",49,"Online",0,0,0,106.2,2,0,"12","05","Tuesday"
"34617",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",175,"Online",0,0,0,112.63,0,1,"08","31","Friday"
"34618",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",63,"Offline",0,0,0,116,0,0,"09","04","Monday"
"34619",2,1,1,0,"Meal Plan 1",0,"Room_Type 1",62,"Online",0,0,0,152.1,0,1,"08","21","Tuesday"
"34620",2,0,1,1,"Meal Plan 1",0,"Room_Type 4",4,"Online",0,0,0,170,2,0,"09","12","Wednesday"
"34621",2,0,2,1,"Not Selected",0,"Room_Type 1",11,"Online",0,0,0,109,1,0,"05","07","Monday"
"34622",0,2,1,4,"Meal Plan 1",0,"Room_Type 2",136,"Online",0,0,0,76.16,0,1,"11","28","Wednesday"
"34623",2,0,0,3,"Not Selected",1,"Room_Type 1",141,"Online",0,0,0,103.5,1,0,"07","14","Saturday"
"34624",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",35,"Online",0,0,0,117.9,0,1,"06","30","Saturday"
"34625",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",204,"Offline",0,0,0,100,0,1,"05","05","Saturday"
"34626",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",15,"Offline",0,0,0,87,0,0,"02","20","Tuesday"
"34627",1,0,0,1,"Meal Plan 2",0,"Room_Type 1",6,"Online",0,0,0,0,0,0,"12","10","Sunday"
"34628",2,0,0,1,"Not Selected",0,"Room_Type 1",244,"Online",0,0,0,85.5,1,1,"09","03","Monday"
"34629",2,0,0,2,"Meal Plan 1",0,"Room_Type 2",11,"Complementary",0,0,0,0,1,0,"12","11","Monday"
"34630",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,"Offline",0,0,0,110,0,1,"11","01","Thursday"
"34631",2,0,1,2,"Not Selected",0,"Room_Type 1",46,"Online",0,0,0,79.2,1,0,"12","16","Sunday"
"34632",2,1,1,2,"Meal Plan 2",0,"Room_Type 1",96,"Online",0,0,0,178.65,2,0,"08","12","Sunday"
"34633",2,0,1,3,"Not Selected",0,"Room_Type 1",26,"Online",0,0,0,103.76,1,0,"10","03","Wednesday"
"34634",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,"Online",0,0,0,101,2,0,"04","21","Saturday"
"34635",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Offline",0,0,0,101.5,0,1,"10","16","Monday"
"34636",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",25,"Offline",0,0,0,85,0,0,"10","09","Tuesday"
"34637",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",4,"Offline",0,0,0,95,0,0,"06","24","Sunday"
"34638",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",159,"Offline",0,0,0,144,0,1,"09","19","Wednesday"
"34639",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,"Corporate",1,0,1,66,0,0,"05","24","Thursday"
"34640",2,0,1,0,"Not Selected",0,"Room_Type 1",3,"Online",0,0,0,87.78,1,0,"10","05","Thursday"
"34641",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",78,"Offline",0,0,0,100,0,1,"03","25","Sunday"
"34642",2,0,1,4,"Not Selected",0,"Room_Type 1",178,"Online",0,0,0,80.75,1,0,"07","06","Friday"
"34643",2,0,1,5,"Not Selected",0,"Room_Type 1",85,"Online",0,0,0,72.25,2,0,"03","28","Wednesday"
"34644",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",122,"Online",0,0,0,99.45,0,0,"05","02","Wednesday"
"34645",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,97,0,0,"06","23","Saturday"
"34646",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",65,"Offline",0,0,0,68,1,0,"12","04","Tuesday"
"34647",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",36,"Online",0,0,0,87.89,1,0,"06","19","Tuesday"
"34648",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",174,"Online",0,0,0,119.85,1,1,"09","02","Sunday"
"34649",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",186,"Offline",0,0,0,72.25,0,0,"08","16","Thursday"
"34650",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",317,"Offline",0,0,0,120,0,1,"09","15","Saturday"
"34651",2,0,0,2,"Not Selected",0,"Room_Type 1",17,"Online",0,0,0,88,1,0,"03","09","Friday"
"34652",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",282,"Offline",0,0,0,76.67,0,0,"10","10","Tuesday"
"34653",2,0,1,1,"Meal Plan 1",0,"Room_Type 6",13,"Online",0,0,0,153,0,0,"08","24","Thursday"
"34654",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",12,"Corporate",0,0,0,111.35,0,0,"05","30","Wednesday"
"34655",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",2,"Corporate",1,0,1,66,0,0,"01","13","Saturday"
"34656",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",37,"Offline",0,0,0,71.25,0,0,"10","29","Sunday"
"34657",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",122,"Offline",0,0,0,85,0,0,"04","15","Sunday"
"34658",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",29,"Offline",0,0,0,67.5,1,0,"11","16","Friday"
"34659",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",207,"Offline",0,0,0,161.67,0,0,"12","30","Sunday"
"34660",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",145,"Online",0,0,0,151.2,0,0,"08","17","Friday"
"34661",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",134,"Offline",0,0,0,65,0,0,"12","04","Monday"
"34662",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",84,"Online",0,0,0,90.9,2,0,"04","25","Wednesday"
"34663",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",8,"Online",0,0,0,65.54,0,1,"11","27","Tuesday"
"34664",2,1,2,3,"Meal Plan 2",0,"Room_Type 1",121,"Online",0,0,0,181.17,2,0,"09","29","Saturday"
"34665",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",265,"Online",0,0,0,73.95,0,1,"12","26","Wednesday"
"34666",1,0,1,0,"Not Selected",0,"Room_Type 1",23,"Online",0,0,0,114,1,0,"10","11","Wednesday"
"34667",2,0,1,3,"Not Selected",0,"Room_Type 1",17,"Online",0,0,0,97,0,1,"03","17","Saturday"
"34668",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,"Offline",0,0,0,95,0,0,"06","24","Sunday"
"34669",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",163,"Offline",0,0,0,100,0,1,"06","05","Tuesday"
"34670",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",64,"Online",0,0,0,88.4,2,0,"11","21","Wednesday"
"34671",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",191,"Offline",0,0,0,132,0,1,"06","03","Sunday"
"34672",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",6,"Online",0,0,0,0,0,0,"12","10","Sunday"
"34673",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",59,"Online",0,0,0,123.98,1,0,"09","05","Wednesday"
"34674",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",239,"Online",0,0,0,101.58,3,0,"10","29","Monday"
"34675",1,0,0,1,"Not Selected",0,"Room_Type 1",14,"Online",0,0,0,100,1,0,"11","02","Friday"
"34676",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,139,0,0,"10","20","Friday"
"34677",1,0,1,3,"Meal Plan 1",0,"Room_Type 4",3,"Aviation",1,0,3,110,0,0,"09","19","Wednesday"
"34678",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",8,"Online",0,0,0,101,0,1,"04","24","Tuesday"
"34679",1,0,2,3,"Meal Plan 1",0,"Room_Type 1",33,"Online",0,0,0,131.88,1,0,"11","06","Tuesday"
"34680",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",31,"Offline",0,0,0,70,0,0,"09","16","Sunday"
"34681",2,0,0,2,"Meal Plan 1",0,"Room_Type 5",34,"Online",0,0,0,144,0,0,"10","05","Friday"
"34682",2,0,1,3,"Not Selected",0,"Room_Type 1",74,"Online",0,0,0,74.8,0,1,"12","19","Wednesday"
"34683",2,0,0,1,"Not Selected",0,"Room_Type 1",54,"Online",0,0,0,125.1,0,1,"08","26","Sunday"
"34684",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",221,"Online",0,0,0,187,0,1,"07","02","Monday"
"34685",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",75,"Online",0,0,0,140.4,1,1,"05","03","Thursday"
"34686",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",22,"Online",0,0,0,159,3,0,"09","15","Saturday"
"34687",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",48,"Online",0,0,0,93.5,2,0,"03","20","Tuesday"
"34688",2,0,0,1,"Not Selected",0,"Room_Type 1",142,"Online",0,0,0,94.5,2,0,"08","03","Friday"
"34689",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",69,"Online",0,0,0,135.9,1,0,"05","10","Thursday"
"34690",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",72,"Online",0,0,0,67.22,1,0,"03","31","Saturday"
"34691",2,1,0,2,"Meal Plan 1",0,"Room_Type 1",21,"Online",0,0,0,169,1,0,"10","04","Thursday"
"34692",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",37,"Online",0,0,0,158.4,2,0,"10","05","Friday"
"34693",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",35,"Online",0,0,0,97,1,0,"12","26","Tuesday"
"34694",2,0,1,3,"Not Selected",0,"Room_Type 1",21,"Offline",0,0,0,59.5,0,0,"11","10","Saturday"
"34695",2,2,1,0,"Meal Plan 1",0,"Room_Type 6",0,"Online",0,0,0,177,0,0,"07","11","Wednesday"
"34696",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",30,"Online",0,0,0,81.9,0,1,"02","13","Tuesday"
"34697",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",192,"Online",0,0,0,99.45,0,1,"07","23","Monday"
"34698",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",22,"Corporate",0,0,0,89,0,0,"03","16","Friday"
"34699",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",49,"Offline",0,0,0,67.32,0,0,"03","21","Wednesday"
"34700",1,0,0,1,"Meal Plan 1",0,"Room_Type 4",1,"Online",0,0,0,155,1,0,"10","20","Friday"
"34701",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",22,"Online",0,0,0,149,2,0,"09","15","Saturday"
